Facility ID,Facility Name,Address Line 1,Address Line 2,City,State,ZIP,Latitude,Longitude,Total Rated Electric Generation (kW),Total Rated Heat Generation (MBtu/h),Total Rated Electrical Discharge Capacity (kW),Total Rated Electrical Storage Capacity (kWh),Total Rated Cooling Energy Discharge Capacity (ton),Total Equivalent Electrical Discharge Capacity from Cooling Sources (kW),Total Rated Cooling Energy Storage Capacity (ton-hour),Total Equivalent Electrical Storage Capacity from Cooling Sources (kWh),Total Rated Thermal Energy Discharge Capacity (MBtu/h),Total Equivalent Electrical Discharge Capacity from Thermal Sources (kW),Total Rated Thermal Energy Storage Capacity (MBtu),Total Equivalent Electrical Storage Capacity from Thermal Sources (kWh),Facility Submits Data on Electricity Imported from Utility?,Source Weather Station for Ambient Temperature Data,Metric Data Last Modified,Installed Systems,Alternate Name(s),Facility Website (external),Category,Subcategory,Floor Area (ft²),No. of Occupancy Units,Electric Utility,Gas Utility,NYISO Zone,Located in Flood Plain
5,Aurora Ridge Dairy,2542 Angling Rd,,Aurora,NY,13026,43.031,-76.467,600,0,0,0,0,0,0,0,0,0,0,0,FALSE,KITH,2/21/19 16:05,1,,,Agricultural,Dairy,87120000,,New York State Electric and Gas,New York State Electric and Gas,C - Central,
11,Emerling Farm,2616 NY-246,,Perry,NY,14530,42.758,-78.006,200,0,0,0,0,0,0,0,0,0,0,0,FALSE,KROC,2/21/19 16:03,1,,,Agricultural,Dairy,,,New York State Electric and Gas,New York State Electric and Gas,A - West,
23,River Point Towers,555 Kappock Ave,,Bronx,NY,10463,40.882,-73.917,300,0,0,0,0,0,0,0,0,0,0,0,TRUE,KLGA,2/21/19 16:04,1,,,Residential,Multifamily,,,Consolidated Edison,Consolidated Edison,J - New York City,
24,Burke Rehabilitation Hospital,785 Mamoroneck Ave,,White Plains,NY,10605,41.016,-73.752,600,0,0,0,0,0,0,0,0,0,0,0,TRUE,KHPN,2/21/19 16:04,1,,http://burke.org,Health Care (Inpatient),Hospital,,,Consolidated Edison,Consolidated Edison,I - Dunwoodie,
25,East Rochester School District,400 Woodbine Ave,,East Rochester,NY,14445,43.108,-77.488,200,0,0,0,0,0,0,0,0,0,0,0,TRUE,KROC,9/25/19 15:41,1,,http://www.erschools.org/,Education,,,,Rochester Gas and Electric,Rochester Gas and Electric,B - Genessee,
26,110 E 59th Street,110 E 59th St,,New York,NY,10022,40.762922,-73.969209,800,0,0,0,0,0,0,0,0,0,0,0,TRUE,KLGA,2/21/19 16:04,1,,,Office,,,,Consolidated Edison,Consolidated Edison,J - New York City,
27,Metropolitan Syracuse WWTP,650 Hiawatha Blvd W,,Syracuse,NY,13204,43.064,-76.176,380,0,0,0,0,0,0,0,0,0,0,0,FALSE,KSYR,2/21/19 16:05,1,,http://www.ongov.net/wep/we1901.html,Utilities Water and Waste Management,Wastewater Treatment Plant,,,National Grid - Upstate NY (Niagara Mohawk),National Grid - Upstate NY (Niagara Mohawk),C - Central,
32,Lewiston Water Pollution Control Center,501 Pletcher Rd,,Lewiston,NY,14092,43.204,-79.037,60,0,0,0,0,0,0,0,0,0,0,0,FALSE,KIAG,6/21/19 17:05,1,,http://townoflewiston.us/,Utilities Water and Waste Management,Wastewater Treatment Plant,,,National Grid - Upstate NY (Niagara Mohawk),National Fuel Gas Distribution,A - West,
33,Lamb Farms,6880 Albion Rd,,Oakfield,NY,14125,43.081,-78.288,416,0,0,0,0,0,0,0,0,0,0,0,FALSE,KBUF,6/21/19 17:02,1,,http://lambfarmsinc.net/,Agricultural,Dairy,,,National Grid - Upstate NY (Niagara Mohawk),,A - West,
35,Sea Park East,2929 West 31st St,,Brooklyn ,NY,11224,40.5735,-73.994,150,0,0,0,0,0,0,0,0,0,0,0,FALSE,KJFK,2/21/19 17:38,2,,http://www.arkercompanies.com/development_13.htm,Residential,Multifamily,,,Consolidated Edison,National Grid - NYC (Brooklyn Union),J - New York City,
36,Clarkson University,CU Box 5550,,Potsdam,NY,13699,44.662,-74.998,195,0,0,0,0,0,0,0,0,0,0,0,FALSE,KSYR,2/21/19 16:05,1,,http://www.clarkson.edu,Education,College or University,,,National Grid - Upstate NY (Niagara Mohawk),National Grid - Upstate NY (Niagara Mohawk),E - Mohawk Valley,
37,666 5th Ave,666 5th Ave,,New York,NY,10019,40.760149,-73.97636,1000,0,0,0,0,0,0,0,0,0,0,0,TRUE,KLGA,2/21/19 16:05,1,Tishman Building,http://vno666Fifth.com,Office,,,,Consolidated Edison,Consolidated Edison,J - New York City,
39,Sunnyside Farms,2231 Indian Field Rd,,Venice Center,NY,13147,42.729,-76.572,500,0,0,0,0,0,0,0,0,0,0,0,FALSE,KSYR,2/21/19 16:05,1,,,Agricultural,Dairy,,,New York State Electric and Gas,New York State Electric and Gas,C - Central,
40,Boxler Dairy Farm,2706 U.S. 20A,,Varysburg,NY,14167,42.753,-78.301,500,0,0,0,0,0,0,0,0,0,0,0,FALSE,KBUF,2/21/19 16:05,1,,,Agricultural,Dairy,,,National Grid - Upstate NY (Niagara Mohawk),Rochester Gas and Electric,A - West,
41,Swiss Valley Farms,4827 Liberty St ,,Warsaw,NY,14569,42.726,-78.16,300,0,0,0,0,0,0,0,0,0,0,0,FALSE,KBUF,2/21/19 16:05,1,,,Agricultural,Dairy,,,New York State Electric and Gas,Rochester Gas and Electric,A - West,
42,Zuber Farms,5633 Tower Hill Rd ,,Byron ,NY,14422,43.091,-78.111,380,0,0,0,0,0,0,0,0,0,0,0,FALSE,KROC,2/21/19 16:06,1,,,Agricultural,Dairy,,,National Grid - Upstate NY (Niagara Mohawk),Rochester Gas and Electric,A - West,
43,Toren Condominiums,150 Myrtle Ave,,New York,NY,11201,40.6933,-73.9825,500,0,0,0,0,0,0,0,0,0,0,0,TRUE,KJFK,2/21/19 16:06,1,,http://www.torencondo.com/,Residential,Multifamily,,,Consolidated Edison,Consolidated Edison,J - New York City,
44,Coop City - Riverbay Corp.,98 Co-op City Blvd,,Bronx  ,NY,10475,40.871,-73.824,37500,0,0,0,0,0,0,0,0,0,0,0,TRUE,KJFK,2/21/19 16:06,1,,http://www.riverbaycorp.com/newrb/,Public Assembly,Social or Meeting,,,Consolidated Edison,National Grid - Long Island (KeySpan East),J - New York City,
45,Vassar College,Raymond Ave,,Poughkeepsie,NY,12604,41.69,-73.899,500,0,0,0,0,0,0,0,0,0,0,0,FALSE,KSWF,2/21/19 16:06,1,,http://www.vassar.edu/,Education,College or University,,,Central Hudson Gas and Electric,Central Hudson Gas and Electric,G - Hudson Valley,
46,Price Chopper - Albany,1892 Central Ave,,Albany,NY,12205-4200,42.733,-73.855,400,0,0,0,0,0,0,0,0,0,0,0,TRUE,KALB,2/21/19 16:06,1,,http://www.pricechopper.com,Food Sales,Grocery Store or Food Market,,,National Grid - Upstate NY (Niagara Mohawk),National Grid - Upstate NY (Niagara Mohawk),F - Capital,
47,NYC Marriott Downtown,85 West St,,Manhattan,NY,10006,40.7096,-74.0146,650,0,0,0,0,0,0,0,0,0,0,0,FALSE,KJFK,2/21/19 16:06,1,,http://www.marriot.com/hotels/travel/nycws-new-york-marriott-downtown,Lodging,Hotel,,,Consolidated Edison,Consolidated Edison,J - New York City,
49,Roach Dairy Farm,2227 Stewarts Corners Rd,,Scipio Center,NY,13147,42.726,-76.52,450,0,0,0,0,0,0,0,0,0,0,0,FALSE,KITH,2/21/19 16:07,1,,,Agricultural,Dairy,,,New York State Electric and Gas,New York State Electric and Gas,C - Central,
50,Trump Tower at City Center,4 City Pl,,White Plains,NY,10601,41.033,-73.765,150,1046,0,0,0,0,0,0,0,0,0,0,TRUE,KLGA,2/21/19 16:06,1,Trump Tower (White Plains),http://www.trumptowercitycenter.com/,Residential,Multifamily,,,Consolidated Edison,Consolidated Edison,I - Dunwoodie,
51,Golub Headquarters Office Building,1520 Maxon Rd,,Schenectady,NY,12305,42.822,-73.932,195,0,0,0,0,0,0,0,0,0,0,0,TRUE,KALB,2/21/19 16:06,1,,,Office,Administrative or Professional Office,,,National Grid - Upstate NY (Niagara Mohawk),National Grid - Upstate NY (Niagara Mohawk),F - Capital,
52,Coca Cola Bottling,555 Taxter Rd,,Elmsford,NY,10523,41.057,-73.83,800,0,0,0,0,0,0,0,0,0,0,0,FALSE,KHPN,2/21/19 16:06,1,, http://us.coca-cola.com/home/,Warehouse and Storage,Distribution or Shipping Center,,,Consolidated Edison,Consolidated Edison,H - Millwood,
53,Sabic Innovative Plastics,1 Noryl Ave,,Selkirk,NY,12158,42.578,-73.859,1275,0,0,0,0,0,0,0,0,0,0,0,FALSE,KALB,2/21/19 16:06,1,,http://www.sabic-ip.com/gep/en/Home/Home/home.html,Manufacturing,Plastics and Rubber Products,,,National Grid - Upstate NY (Niagara Mohawk),National Grid - Upstate NY (Niagara Mohawk),E - Mohawk Valley,
54,800 Sixth Apartments,800 6th Ave,,New York City,NY,10004,40.7456,-73.9906,75,523,0,0,0,0,0,0,0,0,0,0,TRUE,KLGA,2/21/19 16:08,1,Archstone Chelsea,http://www.equityapartments.com/new-york/new-york-city-apartments/chelsea/800-sixth-apartments.aspx,Residential,Multifamily,,,Consolidated Edison,,J - New York City,
55,Avalon Midtown West,250 West 50th,,New York City,NY,10004,40.762,-73.986,150,1046,0,0,0,0,0,0,0,0,0,0,TRUE,KLGA,2/21/19 16:08,1,"Archstone Midtown West, Gershwin Apartments",http://www.avaloncommunities.com/new-york/new-york-city-apartments/avalon-midtown-west,Residential,Multifamily,,,Consolidated Edison,,J - New York City,
56,Wagner Farms,79 Garfield Rd ,,Poestenkill,NY,14530,42.704,-73.581,100,0,0,0,0,0,0,0,0,0,0,0,FALSE,KALB,2/21/19 16:06,1,,,Agricultural,Dairy,,,National Grid - Upstate NY (Niagara Mohawk),,F - Capital,
57,One Penn Plaza,One Penn Plaza,,New York,NY,10119,40.751,-73.992,6165,0,0,0,0,0,0,0,0,0,0,0,TRUE,KLGA,2/21/19 16:07,1,,http://www.vnony.com/portfolio/property/one-penn-plaza/1/overview,Office,,,,Consolidated Edison,Consolidated Edison,J - New York City,
58,Ultra-Flex,975 Essex St,,Brooklyn,NY,11208,40.6605,-73.875,925,3900,0,0,0,0,0,0,0,0,0,0,TRUE,KJFK,3/7/20 20:34,1,,http://www.ultraflex.com/index.html,Manufacturing,,,,Consolidated Edison,National Grid - NYC (Brooklyn Union),J - New York City,
59,Cornell University,410 Thurston Ave,,Ithaca,NY,14850,42.454,-76.484,30000,0,0,0,0,0,0,0,0,0,0,0,FALSE,KITH,2/21/19 16:07,1,,http://www.cornell.edu/,Education,College or University,,,New York State Electric and Gas,New York State Electric and Gas,C - Central,
60,Octagon,888 Main St,,New York,NY,10044,40.769,-73.9435,400,0,0,0,0,0,0,0,0,0,0,0,FALSE,KHPN,2/21/19 16:07,1,,http://www.octagonnyc.com/,Residential,Multifamily,,,Consolidated Edison,Consolidated Edison,J - New York City,
61,Price Chopper - Glenville,290 Saratoga Rd,,Glenville,NY,12302,42.873,-73.929,200,0,0,0,0,0,0,0,0,0,0,0,FALSE,KALB,2/21/19 16:07,1,,http://www.pricechopper.com,Food Sales,Grocery Store or Food Market,,,National Grid - Upstate NY (Niagara Mohawk),National Grid - Upstate NY (Niagara Mohawk),F - Capital,
62,Saints Joachim and Anne Nursing and Rehabilitation,2720 Surf Ave,,Brooklyn,NY,11224-1913,40.573,-73.993,300,0,0,0,0,0,0,0,0,0,0,0,TRUE,KJFK,2/21/19 16:07,1,,,Lodging,"Nursing Home, Assisted Living, or Other Residential Care",,,Consolidated Edison,National Grid - NYC (Brooklyn Union),J - New York City,
63,Rome Memorial Hospital,1500 N James St,,Rome,NY,13440,43.23,-75.443,260,0,0,0,0,0,0,0,0,0,0,0,TRUE,KRME,2/21/19 16:07,1,,http://www.romehosp.org/,Health Care (Inpatient),Hospital,,,National Grid - Upstate NY (Niagara Mohawk),National Grid - Upstate NY (Niagara Mohawk),E - Mohawk Valley,
64,Burrstone Energy Center,1656 Champlain Ave,,Utica,NY,13501,43.097,-75.275,3634,0,0,0,0,0,0,0,0,0,0,0,TRUE,KSYR,7/31/19 13:49,4,Burrstone - Combined,,Health Care (Inpatient),Hospital,,,National Grid - Upstate NY (Niagara Mohawk),National Grid - Upstate NY (Niagara Mohawk),E - Mohawk Valley,
65,Sunrise Bakery,4564 2nd Ave ,,Brooklyn,NY,11232,40.6516,-74.015,525,0,0,0,0,0,0,0,0,0,0,0,FALSE,KJFK,2/21/19 16:08,1,,,Manufacturing,Food,,,Consolidated Edison,National Grid - NYC (Brooklyn Union),J - New York City,
68,Syracuse University Green Data Center,621 Skytop Road,,Syracuse,NY,13210,43.037,-76.134,780,0,0,0,0,0,0,0,0,0,0,0,TRUE,KSYR,2/21/19 16:08,1,,http://syr.edu/greendatacenter/,Education,College or University,,,National Grid - Upstate NY (Niagara Mohawk),National Grid - Upstate NY (Niagara Mohawk),C - Central,
69,Seaside Apartments,18-20 Father Capodanno Blvd,,Staten Island,NY,10304,40.595,-74.0615,100,0,0,0,0,0,0,0,0,0,0,0,FALSE,KJFK,2/21/19 16:08,1,,,Residential,Multifamily,,,Consolidated Edison,National Grid - Long Island (KeySpan East),J - New York City,
70,Concord Court Apartments,55 Bowen St,,Staten Island,NY,10304,40.6144,-74.084,100,0,0,0,0,0,0,0,0,0,0,0,FALSE,KJFK,2/21/19 16:08,1,,,Residential,Multifamily,,,Consolidated Edison,National Grid - Long Island (KeySpan East),J - New York City,
71,Linear Lighting ,4933 31st Pl,,Long Island City,NY,11101,40.739,-73.9354,261.184,0,0,0,0,0,0,0,0,0,0,0,FALSE,KLGA,2/21/19 16:08,1,,http://www.linearltg.com/,Manufacturing,"Electrical Equip., Appliances, and Components",,,Consolidated Edison,,J - New York City,
72,St Elizabeths CHP Plant,2209 Genesee St ,,Utica,NY,13501,43.082,-75.266,2310,0,0,0,0,0,0,0,0,0,0,0,TRUE,KSYR,2/21/19 16:08,1,,http://www.stemc.org,Health Care (Inpatient),Hospital,,,National Grid - Upstate NY (Niagara Mohawk),National Grid - Upstate NY (Niagara Mohawk),A - West,
73,Princeton Club,15 W 43rd St,,New York,NY,10036,40.7545,-73.981,300,0,0,0,0,0,0,0,0,0,0,0,FALSE,KLGA,2/21/19 16:08,1,,http://www.princetonclub.com/,Lodging,Hotel,,,Consolidated Edison,Consolidated Edison,J - New York City,
74,Jewish Home and Hospital Greenwall Pavilion,2545 University Ave,,Bronx,NY,10468,40.867,-73.903,300,0,0,0,0,0,0,0,0,0,0,0,FALSE,KLGA,2/21/19 16:09,1,,http://www.jewishhome.org/,Lodging,"Nursing Home, Assisted Living, or Other Residential Care",,,Consolidated Edison,Consolidated Edison,J - New York City,
75,Parker Jewish Institute,271-11 76th Ave,,New Hyde Park,NY,11040-1433,40.754,-73.707,300,0,0,0,0,0,0,0,0,0,0,0,FALSE,KJFK,2/21/19 16:09,1,,http://www.parkerinstitute.org,Lodging,"Nursing Home, Assisted Living, or Other Residential Care",,,Consolidated Edison,Consolidated Edison,J - New York City,
76,City of Schenectady Water Pollution Control Plant,300 Anthony St,,Schenectady,NY,12305,42.839,-73.918,280,0,0,0,0,0,0,0,0,0,0,0,TRUE,KSCH,9/27/19 21:14,1,,,Utilities Water and Waste Management,Wastewater Treatment Plant,,,National Grid - Upstate NY (Niagara Mohawk),National Grid - Upstate NY (Niagara Mohawk),F - Capital,
77,Walker Dairy,5565 State Rte 4,,Fort Ann,NY,12827,43.399,-73.492,335,0,0,0,0,0,0,0,0,0,0,0,FALSE,KGFL,6/21/19 17:26,1,,,Agricultural,Dairy,,,National Grid - Upstate NY (Niagara Mohawk),,F - Capital,
78,Felix Storch,770 Garrison Ave,,Bronx,NY,10474,40.813741,-73.9118671,147.84,0,0,0,0,0,0,0,0,0,0,0,FALSE,KLGA,2/21/19 16:09,1,,,Warehouse and Storage,Distribution or Shipping Center,,,Consolidated Edison,Consolidated Edison,J - New York City,
79,Beth Israel Medical Center,3201 Kings Hwy,,Brooklyn,NY,11234,40.6182,-73.943,250,0,0,0,0,0,0,0,0,0,0,0,TRUE,KJFK,2/21/19 16:09,1,,http://www.bethisraelny.org/brooklyn,Health Care (Inpatient),Hospital,,,Consolidated Edison,,J - New York City,
80,Synergy Biogas,6466 Lemley Rd,,Wyoming,NY,14591,42.829159,-78.05454,1426,0,0,0,0,0,0,0,0,0,0,0,FALSE,KROC,2/21/19 16:09,1,,http://www.synergyag.com/story.aspx,Agricultural,Dairy,,,National Grid - Upstate NY (Niagara Mohawk),,A - West,
82,Forest City Enterprises,87-25 Queens Blvd,,Elmhurst,NY,11373,40.7356,-73.8745,318.99,0,0,0,0,0,0,0,0,0,0,0,FALSE,KLGA,2/21/19 16:09,1,87-25 Queens BLVD,http://www.forestcity.net/properties/shop/neighborhood_centers/Pages/queens_place.aspx,Service,,,,Consolidated Edison,National Grid - NYC (Brooklyn Union),J - New York City,
83,GAL Manufacturing,50 East 153rd St,,Bronx,NY,10451,40.8256,-73.9295,237.12,0,0,0,0,0,0,0,0,0,0,0,FALSE,KLGA,2/21/19 16:09,1,,http://www.gal.com/,Manufacturing,,,,Consolidated Edison,National Grid - NYC (Brooklyn Union),J - New York City,
84,Walmart 2104,1201 Route 300,,Newburgh,NY,12550,41.4974797,-74.0742041,439.92,0,0,0,0,0,0,0,0,0,0,0,FALSE,KSWF,2/21/19 16:09,1,,http://www.walmart.com/,Mercantile (Retail Other Than Malls),Retail Store,,,Central Hudson Gas and Electric,Central Hudson Gas and Electric,G - Hudson Valley,
85,Cabrini Terrace,900 West 190th St,,New York,NY,10036,40.8570859,-73.9383077,110,0,0,0,0,0,0,0,0,0,0,0,TRUE,KJFK,2/21/19 16:09,1,,http://cabriniterrace.com,Residential,Multifamily,,,Consolidated Edison,Consolidated Edison,J - New York City,
86,Willet Dairy,379 NY-34,,Locke,NY,13092,42.638625,-76.497515,1000,0,0,0,0,0,0,0,0,0,0,0,FALSE,KITH,2/21/19 16:10,1,,,Agricultural,Dairy,,,New York State Electric and Gas,New York State Electric and Gas,C - Central,
87,Doral Arrowwood Hotel,975 Anderson Hill Rd,,Rye Brook,NY,10573,41.044858,-73.689347,300,0,0,0,0,0,0,0,0,0,0,0,TRUE,KJFK,2/21/19 16:10,1,,http://www.doralarrowwood.com/,Lodging,Hotel,,,Consolidated Edison,Consolidated Edison,J - New York City,
88,Maspeth Solar,56-02 Maspeth Ave ,,Maspeth,NY,11378,40.7223308,-73.9143779,282.15,0,0,0,0,0,0,0,0,0,0,0,FALSE,KLGA,2/21/19 16:10,1,,,Service,,,,Consolidated Edison,,J - New York City,
89,1948 Troutman St.,1948 Troutman St,,Queens,NY,11385,40.7129,-73.9161,352.56,0,0,0,0,0,0,0,0,0,0,0,FALSE,KLGA,2/21/19 16:10,1,,,Warehouse and Storage,Distribution or Shipping Center,,,Consolidated Edison,,J - New York City,
90,RiteLite,333 Stanley Ave,,Brooklyn,NY,11207,40.6543688,-73.8954673,172,0,0,0,0,0,0,0,0,0,0,0,FALSE,KLGA,2/21/19 16:10,1,,http://www.ritelite.com,Warehouse and Storage,Distribution or Shipping Center,,,Consolidated Edison,Consolidated Edison,J - New York City,
91,Compass Forwarding - Sedgwick LLC,159-15 Rockaway Blvd ,,Jamaica,NY,11434,40.6648,-73.7778,88.944,0,0,0,0,0,0,0,0,0,0,0,FALSE,KLGA,2/21/19 16:10,1,,,Service,,,,Consolidated Edison,,J - New York City,
92,Gardeau Crest Farm,4326 Middle Reservation Rd,,Perry,NY,14530,42.681953,-78.003633,600,0,0,0,0,0,0,0,0,0,0,0,FALSE,KROC,6/21/19 16:48,1,,,Agricultural,Dairy,,,New York State Electric and Gas,New York State Electric and Gas,A - West,
93,Stop&Shop Rhinebeck #536,6726 U.S. 9,,Rhinebeck,NY,12572,41.946414,-73.900193,214.17,0,0,0,0,0,0,0,0,0,0,0,FALSE,KLGA,2/21/19 16:10,1,,http://stopandshop.com/,Food Sales,Grocery Store or Food Market,,,Central Hudson Gas and Electric,Central Hudson Gas and Electric,G - Hudson Valley,
94,Kohl's #782 Staten Island,2239 Forest Ave,,Staten Island,NY,10303,40.6281209,-74.1647807,334.125,0,0,0,0,0,0,0,0,0,0,0,FALSE,KLGA,2/21/19 16:10,1,,http://kohls.com/stores/ny/statenisland-782.shtml,Mercantile (Retail Other Than Malls),Retail Store,,,Consolidated Edison,,J - New York City,
95,Broadway Stages,359 Kingsland Ave,,Brooklyn,NY,11222,40.7291,-73.9424,282.15,0,0,0,0,0,0,0,0,0,0,0,FALSE,KLGA,2/21/19 16:10,1,,,Public Assembly,Entertainment or Culture,,,Consolidated Edison,,J - New York City,
96,Stop&Shop Monroe #523,475 NY-17M #20,,Monroe,NY,10950,41.3182466,-74.1770066,243.38,0,0,0,0,0,0,0,0,0,0,0,FALSE,KLGA,2/21/19 16:11,1,,http://stopandshop.com/,Food Sales,Grocery Store or Food Market,,,Central Hudson Gas and Electric,Central Hudson Gas and Electric,G - Hudson Valley,
97,Silver Towers - New York,620 West 42nd St,,New York,NY,10036,40.761,-73.999,300,2100,0,0,0,0,0,0,0,0,0,0,FALSE,KLGA,2/21/19 16:11,1,,http://www.silvertowers.com/,Residential,Multifamily,,,Consolidated Edison,Consolidated Edison,J - New York City,
98,Rivington House,45 Rivington St ,,New York,NY,10002,40.720792,-73.991148,240,0,0,0,0,0,0,0,0,0,0,0,FALSE,KNYC,2/21/19 16:11,1,,,Lodging,"Nursing Home, Assisted Living, or Other Residential Care",,,Consolidated Edison,Consolidated Edison,J - New York City,
99,Dykes Lumber ,43-01 10th St,,Long Island City,NY,11101,40.7522,-73.9492,196.35,0,0,0,0,0,0,0,0,0,0,0,FALSE,KLGA,2/21/19 16:11,1,,http://www.dykeslumber.com,Manufacturing,Wood Products,,,Consolidated Edison,,J - New York City,
100,Stop&Shop New City # 596,180 N Main St,,New City,NY,10956,41.1558995,-73.9868949,162.25,0,0,0,0,0,0,0,0,0,0,0,FALSE,KLGA,2/21/19 16:11,1,,http://stopandshop.com/,Food Sales,Grocery Store or Food Market,,,Orange and Rockland Utilities,,G - Hudson Valley,
101,Stop&Shop Tarrytown # 599,610 White Plains Rd,,Tarrytown,NY,10591,41.05975,-73.8373365,178.8,0,0,0,0,0,0,0,0,0,0,0,FALSE,KLGA,2/21/19 16:11,1,,http://stopandshop.com/,Food Sales,Grocery Store or Food Market,,,Consolidated Edison,,J - New York City,
102,East Irondequoit Central School District,2350 East Ridge Rd,,Rochester,NY,14622,43.206275,-77.554429,325,0,0,0,0,0,0,0,0,0,0,0,TRUE,KROC,2/21/19 16:11,1,,http://www.eastiron.org,Education,,240888,,Rochester Gas and Electric,Rochester Gas and Electric,B - Genessee,
103,Churchill,300 E 40th St ,,New York City,NY,10016,40.748195,-73.973035,150,0,0,0,0,0,0,0,0,0,0,0,TRUE,KNYC,2/21/19 16:11,1,,,Residential,Multifamily,,,Consolidated Edison,Central Hudson Gas and Electric,J - New York City,
104,Albany Medical Center,43 New Scotland Ave,,Albany,NY,12208,42.655331,-73.777822,4500,0,0,0,0,0,0,0,0,0,0,0,FALSE,KALB,2/21/19 16:11,1,,http://www.amc.edu/,Health Care (Inpatient),Hospital,,,National Grid - Upstate NY (Niagara Mohawk),National Grid - Upstate NY (Niagara Mohawk),F - Capital,
105,Church Street Hilton,55 Church St,,New York,NY,10007,40.7114868,-74.01055,500,2497.6,0,0,0,0,0,0,0,0,0,0,FALSE,KNYC,2/21/19 16:16,1,,http://www3.hilton.com/en/hotels/new-york/millenium-hilton-NYCMLHH/index.html,Lodging,Hotel,,,Consolidated Edison,Consolidated Edison,J - New York City,
106,Victory Food Service,515 Truxton St,,Bronx,NY,10460,40.809714,-73.893608,339.9,0,0,0,0,0,0,0,0,0,0,0,FALSE,KLGA,2/21/19 16:12,1,,http://www.victoryfoodservice.com,Warehouse and Storage,Distribution or Shipping Center,,,Consolidated Edison,,J - New York City,
107,Stop&Shop Ossining # 2502,246 South Highland Ave,,Ossining,NY,10562,41.1424057,-73.861818,259.6,0,0,0,0,0,0,0,0,0,0,0,FALSE,KLGA,2/21/19 16:12,1,,http://stopandshop.com/,Food Sales,Grocery Store or Food Market,,,Consolidated Edison,,G - Hudson Valley,
108,Albany County Sewer District North Plant,1 Canal Rd,,South Menands,NY,12204,42.678,-73.731,925,0,0,0,0,0,0,0,0,0,0,0,TRUE,KALB,2/21/19 16:12,1,,http://www.albanycounty.com/Government/Departments/SewerDistrict.aspx,Utilities Water and Waste Management,Wastewater Treatment Plant,,,National Grid - Upstate NY (Niagara Mohawk),National Grid - Upstate NY (Niagara Mohawk),F - Capital,
109,Fountain House,425 W 47th St,,New York,NY,10036,40.762234,-73.991334,65,251,0,0,0,0,0,0,0,0,0,0,FALSE,KNYC,2/21/19 16:12,1,,http://www.fountainhouse.org/,Public Assembly,Social or Meeting,,,Consolidated Edison,Consolidated Edison,J - New York City,
111,"Big Geyser, Inc.",57-65 48th St,,Maspeth,NY,11378,40.7225,-73.9209,376.42,0,0,0,0,0,0,0,0,0,0,0,FALSE,KJFK,2/21/19 17:38,3,,http://www.biggeyser.com/,Warehouse and Storage,Distribution or Shipping Center,,,Consolidated Edison,,J - New York City,
113,Don Bosco Community Center Bldg. A,19 Don Bosco Pl,,Port Chester,NY,10573,40.9967647,-73.6645255,241.345,0,0,0,0,0,0,0,0,0,0,0,FALSE,KLGA,2/21/19 16:12,1,,,Public Assembly,Social or Meeting,,,Consolidated Edison,,I - Dunwoodie,
114,Don Bosco Community Center Bldg. G,20 Don Bosco Pl,,Port Chester,NY,10573,40.9973043,-73.6641058,82.485,0,0,0,0,0,0,0,0,0,0,0,FALSE,KLGA,2/21/19 16:12,1,,,Public Assembly,Social or Meeting,,,Consolidated Edison,,I - Dunwoodie,
115,Don Bosco Community Center Bldg. H,80 Don Bosco Pl,,Port Chester,NY,10573,40.9970041,-73.6643393,61.1,0,0,0,0,0,0,0,0,0,0,0,FALSE,KLGA,2/21/19 16:12,1,,,Public Assembly,Social or Meeting,,,Consolidated Edison,,I - Dunwoodie,
116,Bed Bath & Beyond #1015/Christmas Tree Shops #7030,2700 Veterans Rd W,,Staten Island,NY,10309,40.5309,-74.2284,708.936,0,0,0,0,0,0,0,0,0,0,0,FALSE,KJFK,2/21/19 16:12,1,,http://www.christmastreeshops.com/,Mercantile (Retail Other Than Malls),Retail Store,,,Consolidated Edison,Consolidated Edison,J - New York City,
117,Sealing Devices,4400 Walden Ave,,Lancaster,NY,14086,42.9273519,-78.6076609,250.92,0,0,0,0,0,0,0,0,0,0,0,FALSE,KBUF,2/21/19 16:12,1,,http://www.sealingdevices.com/,Manufacturing,,,,New York State Electric and Gas,,A - West,
118,Kohl's #988 Kingston,800 Miron Ln,,Kingston,NY,12401,41.9588249,-73.9864826,451.06,0,0,0,0,0,0,0,0,0,0,0,FALSE,KPOU,2/21/19 16:13,1,,http://www.kohls.com/stores/ny/kingston-988.shtml,Mercantile (Retail Other Than Malls),Retail Store,,,Central Hudson Gas and Electric,,C - Central,
119,Kohl's #963 North Amherst,3115 Niagara Falls Blvd,,Amherst,NY,14228,43.0389171,-78.8202009,312.62,0,0,0,0,0,0,0,0,0,0,0,FALSE,KBUF,2/21/19 16:13,1,,http://www.kohls.com/stores/ny/amherst-963.shtml,Mercantile (Retail Other Than Malls),Retail Store,,,National Grid - Upstate NY (Niagara Mohawk),,A - West,
120,Kohl's #1203 Ithaca,"410 Elmira Rd, Bldg 2",,Ithaca,NY,14850,42.420111,-76.522334,308.28,0,0,0,0,0,0,0,0,0,0,0,FALSE,KITH,2/21/19 16:13,1,,http://www.kohls.com/stores/ny/ithaca-1203.shtml,Mercantile (Retail Other Than Malls),Retail Store,,,New York State Electric and Gas,,C - Central,
