Facility ID,Facility Name,Address Line 1,Address Line 2,City,State,ZIP,Latitude,Longitude,Total Rated Electric Generation (kW),Total Rated Heat Generation (MBtu/h),Total Rated Electrical Discharge Capacity (kW),Total Rated Electrical Storage Capacity (kWh),Total Rated Cooling Energy Discharge Capacity (ton),Total Equivalent Electrical Discharge Capacity from Cooling Sources (kW),Total Rated Cooling Energy Storage Capacity (ton-hour),Total Equivalent Electrical Storage Capacity from Cooling Sources (kWh),Total Rated Thermal Energy Discharge Capacity (MBtu/h),Total Equivalent Electrical Discharge Capacity from Thermal Sources (kW),Total Rated Thermal Energy Storage Capacity (MBtu),Total Equivalent Electrical Storage Capacity from Thermal Sources (kWh),Facility Submits Data on Electricity Imported from Utility?,Source Weather Station for Ambient Temperature Data,Metric Data Last Modified,Installed Systems,Alternate Name(s),Facility Website (external),Category,Subcategory,Floor Area (ft²),No. of Occupancy Units,Electric Utility,Gas Utility,NYISO Zone,Located in Flood Plain
261,Staten Island Ferry Maintenance Building,1 Bay St,,Staten Island,NY,10301,40.6434624,-74.0729691,221,0,0,0,0,0,0,0,0,0,0,0,FALSE,KEWR,2/21/19 16:24,1,,http://www.siferry.com/,Public Assembly,Transportation Terminal,,,Consolidated Edison,,J - New York City,
262,Tompkins Cortland Community College,"170 North St, PO Box 139",,Dryden,NY,13053,42.5021259,-76.2876709,2602.8,0,0,0,0,0,0,0,0,0,0,0,FALSE,KITH,2/21/19 16:24,1,,http://www.tc3.edu/,Education,College or University,,,New York State Electric and Gas,,C - Central,
263,Porter Center Rd.,4671 Porter Center Rd,,Lewiston,NY,14092,43.188,-78.968,5,0,0,0,0,0,0,0,0,0,0,0,TRUE,KIAG,2/21/19 16:02,1,,http://www.nationalfuelgas.com,Residential,Single-family detached,,,National Grid - Upstate NY (Niagara Mohawk),National Fuel Gas Distribution,A - West,
264,Rochester Institute of Technology (RIT),1 Lomb Memorial Dr,,Rochester,NY,14623,43.084634,-77.674648,4734.85,0,0,0,0,0,0,0,0,0,0,0,FALSE,KROC,2/21/19 17:38,4,,http://www.rit.edu/,Education,College or University,,,Rochester Gas and Electric,Rochester Gas and Electric,B - Genessee,
265,Onondaga County - Oak Orchard Lagoons,Oak Orchard Rd,,Clay,NY,13041,43.199127,-76.209315,355.63,0,0,0,0,0,0,0,0,0,0,0,FALSE,KSYR,2/21/19 16:24,1,,http://www.ongov.net/wep/we1906.html,Utilities Water and Waste Management,Wastewater Treatment Plant,,,National Grid - Upstate NY (Niagara Mohawk),,C - Central,
266,Madison House ,70 Ferris Ave,,White Plains,NY,10603,41.037785,-73.774525,75,523,0,0,0,0,0,0,0,0,0,0,TRUE,KNYC,2/21/19 16:25,1,,,Residential,Multifamily,,,Consolidated Edison,Consolidated Edison,I - Dunwoodie,
267,Diamond-Broadway-0051,50 Broadway,,Hawthorne,NY,10532,41.1079997,-73.7972229,129.285,0,0,0,0,0,0,0,0,0,0,0,FALSE,KLGA,2/21/19 16:24,1,,,Office,,,,Consolidated Edison,,I - Dunwoodie,
268,The Strand Condominium,500 West 43rd St,,New York,NY,10036,40.7602727,-73.9955719,100,700,0,0,0,0,0,0,0,0,0,0,TRUE,KNYC,2/21/19 16:25,1,,,Residential,Multifamily,,311,Consolidated Edison,Consolidated Edison,J - New York City,
269,Ithaca WWTP,525 Third St,,Ithaca,NY,14850,42.449777,-76.506015,260,1000,0,0,0,0,0,0,0,0,0,0,FALSE,KITH,2/21/19 16:25,1,,http://www.ithacawaters.org/,Utilities Water and Waste Management,Wastewater Treatment Plant,,,New York State Electric and Gas,New York State Electric and Gas,C - Central,
270,Extra Space Storage Central Valley,27 Bond St,,Central Valley,NY,10917,41.325972,-74.119428,530.92,0,0,0,0,0,0,0,0,0,0,0,FALSE,KPOU,2/21/19 16:25,1,,,Warehouse and Storage,,,,Orange and Rockland Utilities,,G - Hudson Valley,
271,Presidents Container Group Solar Project,290 Ballard Rd,,Middletown,NY,10941,41.4568593,-74.3584124,2092,0,0,0,0,0,0,0,0,0,0,0,FALSE,KPOU,2/21/19 16:25,1,,http://www.presidentcontainer.com/president/,Manufacturing,,,,Orange and Rockland Utilities,,G - Hudson Valley,
272,One Lincoln Plaza,20 W 64th St,,New York,NY,10023,40.771794,-73.981306,225,1569,0,0,0,0,0,0,0,0,0,0,TRUE,KNYC,2/21/19 16:25,1,One Lincoln,http://20west64th-nyc.com/,Residential,Multifamily,,671,Consolidated Edison,Consolidated Edison,J - New York City,
273,Floyd Bennett Field,3292 Flatbush Ave,,Brooklyn,NY,11234,40.585,-73.885,120,0,0,0,0,0,0,0,0,0,0,0,TRUE,KJFK,2/21/19 16:02,1,,,Public Assembly,Recreation,,,Consolidated Edison,National Grid - Long Island (KeySpan East),J - New York City,
274,Zwilling J A Henckels,270 Marble Ave,,Pleasantville,NY,10570,41.1276856,-73.7929574,848.64,0,0,0,0,0,0,0,0,0,0,0,FALSE,KLGA,2/21/19 16:25,1,,,Warehouse and Storage,,,,Consolidated Edison,,I - Dunwoodie,
275,2 Tudor City Place,2 Tudor City Pl,,New York,NY,10017,40.748294,-73.971641,150,980,0,0,0,0,0,0,0,0,0,0,TRUE,KNYC,2/21/19 16:25,1,Tudor Gardens,http://www.2tudor.com/,Residential,Multifamily,,,Consolidated Edison,Consolidated Edison,J - New York City,
276,"Intrepid Sea, Air & Space Museum","Pier 86, W 46th St & 12th Ave",,New York,NY,10036,40.764575,-73.998578,300,2100,0,0,0,0,0,0,0,0,0,0,TRUE,KLGA,2/21/19 16:26,1,The Intrepid,http://www.intrepidmuseum.org/,Public Assembly,Entertainment or Culture,,,Consolidated Edison,Consolidated Edison,J - New York City,
277,Georgetown Plaza,60 East 8th St,,New York,NY,10003,40.7304496,-73.9935,200,1400,0,0,0,0,0,0,0,0,0,0,TRUE,KNYC,2/21/19 16:26,1,,,Residential,Multifamily,,,Consolidated Edison,Consolidated Edison,J - New York City,
278,Tower West,69 W 96th St,,New York,NY,10025,40.792672,-73.9670197,200,1400,0,0,0,0,0,0,0,0,0,0,TRUE,KNYC,2/21/19 16:30,1,,,Residential,Multifamily,,,Consolidated Edison,Consolidated Edison,J - New York City,
279,Harbec Plastics,369 NY-104,,Ontario,NY,14519-8999,43.226,-77.361,1520,3040,0,0,0,0,0,0,0,0,0,0,TRUE,KROC,2/21/19 17:36,3,,http://www.harbec.com/,Manufacturing,Plastics and Rubber Products,,,Rochester Gas and Electric,Rochester Gas and Electric,C - Central,
280,Cooper Union - 41 Cooper Square,41 Cooper Sq,,New York,NY,10003,40.7292862,-73.9906054,250,0,0,0,0,0,0,0,0,0,0,0,TRUE,KRDU,2/21/19 17:38,2,,http://www.cooper.edu,Education,College or University,,,Consolidated Edison,Consolidated Edison,J - New York City,
281,Liberty Distributors,530 Cozine Ave,,Brooklyn,NY,11208,40.659597,-73.8747017,485.1,0,0,0,0,0,0,0,0,0,0,0,FALSE,KLGA,2/21/19 16:25,1,,,Warehouse and Storage,Distribution or Shipping Center,,,Consolidated Edison,,J - New York City,
282,Lake Beverage Corp,900 John St,,West Henrietta,NY,14586,43.0686721,-77.6647077,444.6,0,0,0,0,0,0,0,0,0,0,0,FALSE,KROC,2/21/19 16:26,1,,http://lakebeverage.com/,Warehouse and Storage,Distribution or Shipping Center,,,Rochester Gas and Electric,,B - Genessee,
283,Noblehurst Farms,1818 Linwood Rd,,Linwood,NY,14486,42.856146,-77.950078,520,0,0,0,0,0,0,0,0,0,0,0,FALSE,KROC,6/21/19 17:08,1,,http://www.linwoodag.com/noblehurst.html,Agricultural,Dairy,,,National Grid - Upstate NY (Niagara Mohawk),Rochester Gas and Electric,A - West,
284,VIP Country Club,600 Davenport Ave,,New Rochelle,NY,10805,40.8933,-73.776,180,0,0,0,0,0,0,0,0,0,0,0,TRUE,KHPN,2/21/19 16:03,1,,http://www.vipcountryclub.com/,Public Assembly,Recreation,,,Consolidated Edison,Consolidated Edison,I - Dunwoodie,
285,Gateway One Building,1 North Lexington Ave,,White Plains,NY,10601,41.0322609,-73.7756046,2055,0,0,0,0,0,0,0,0,0,0,0,TRUE,KHPN,2/21/19 16:26,1,,,Office,,530000,,Consolidated Edison,Consolidated Edison,I - Dunwoodie,
286,LTF Westchester Solar,1 Westchester Pk Dr,,Harrison,NY,10604,41.0219929,-73.7220243,650.87,0,0,0,0,0,0,0,0,0,0,0,FALSE,KPOU,2/21/19 16:26,1,,https://www.lifetimefitness.com/en/clubs/westchester-ny/your-lt.html,Public Assembly,Recreation,,,Consolidated Edison,,I - Dunwoodie,
287,Pepsi Cola Newburgh Bottling Inc,1 Pepsi Way,,Newburgh,NY,12550,41.512028,-74.0548455,406.13,0,0,0,0,0,0,0,0,0,0,0,FALSE,KPOU,2/21/19 16:26,1,,,Warehouse and Storage,Distribution or Shipping Center,,,Central Hudson Gas and Electric,,G - Hudson Valley,
288,Target Clifton Park,26 Crossing Blvd,,Clifton Park,NY,12065,42.8569404,-73.7745301,435.5,0,0,0,0,0,0,0,0,0,0,0,FALSE,KALB,2/21/19 16:26,1,,www.target.com,Mercantile (Retail Other Than Malls),Retail Store,,,National Grid - Upstate NY (Niagara Mohawk),,F - Capital,
289,Bloomberg LP - JFK,145-79 226th St,,Springfield Gardens,NY,11413,40.663942,-73.768093,728.7,0,0,0,0,0,0,0,0,0,0,0,FALSE,KJFK,4/22/19 19:23,1,,,Office,,,,Consolidated Edison,Consolidated Edison,J - New York City,
290,Bloomberg LP - Idlewild,145-68 228th St,,Queens,NY,11413,40.660485,-73.753001,785.4,0,0,0,0,0,0,0,0,0,0,0,FALSE,KJFK,2/21/19 16:26,1,,,Office,,,,Consolidated Edison,Consolidated Edison,J - New York City,
291,"Upstate Door, Inc",441 Commerce Way,,Warsaw,NY,14569,42.7581852,-78.1346541,400.77,0,0,0,0,0,0,0,0,0,0,0,FALSE,KROC,2/21/19 16:27,1,,upstatedoor.com,Manufacturing,,,,New York State Electric and Gas,,A - West,
292,Pratt Industries,4435 Victory Blvd,,Staten Island,NY,10314,40.5869066,-74.2013652,1405.3,0,0,0,0,0,0,0,0,0,0,0,FALSE,KJFK,2/21/19 16:27,1,,www.prattindustries.com,Manufacturing,,,,Consolidated Edison,,J - New York City,
293,Woodcrest,322 Wood Rd,,Libson,NY,13658,44.727329,-75.381678,450,0,0,0,0,0,0,0,0,0,0,0,FALSE,KMSS,6/21/19 17:27,1,,,Agricultural,Dairy,,,National Grid - Upstate NY (Niagara Mohawk),National Grid - Upstate NY (Niagara Mohawk),E - Mohawk Valley,
294,"Regeneron Pharmaceuticals, Inc",777 Old Saw Mill River Rd,,Tarrytown,NY,10591,41.0786166,-73.8256206,544.635,0,0,0,0,0,0,0,0,0,0,0,FALSE,KHPN,2/21/19 16:27,1,,http://www.regeneron.com/,Manufacturing,Miscellaneous,,,Consolidated Edison,,I - Dunwoodie,
296,Diamond Nyack,100 Brook Hill Dr,,West Nyack,NY,10994,41.0921362,-73.9841249,2497.36,0,0,0,0,0,0,0,0,0,0,0,FALSE,KHPN,2/21/19 16:27,1,,www.cambridge.org,Manufacturing,,,,Orange and Rockland Utilities,,G - Hudson Valley,
297,Target Schenectady,428 Balltown Rd,,Schenectady,NY,12304,42.7755076,-73.8919255,471.835,0,0,0,0,0,0,0,0,0,0,0,FALSE,KALB,2/21/19 16:27,1,,www.target.com,Mercantile (Retail Other Than Malls),Retail Store,,,National Grid - Upstate NY (Niagara Mohawk),,F - Capital,
298,Center Line Studios,112 Forge Hill Rd,,New Windsor,NY,12553,41.456833,-74.038539,300.12,0,0,0,0,0,0,0,0,0,0,0,FALSE,KSWF,2/21/19 16:27,1,,http://www.centerlinestudios.com/,Manufacturing,,,,New York State Electric and Gas,New York State Electric and Gas,G - Hudson Valley,
299,HHCSD - Frank G. Lindsey Elementary School,57 Trolley Rd,,Montrose,NY,10548,41.2533156,-73.9390728,166.32,0,0,0,0,0,0,0,0,0,0,0,FALSE,KPOU,2/21/19 16:27,1,,http://www.henhudschools.org/fgl.cfm,Education,Elementary or Middle School,,,Consolidated Edison,,H - Millwood,
300,HHCSD - Blue Mountain Middle School,7 Furnace Woods Rd,,Cortlandt Manor,NY,10567,41.2610701,-73.8885548,148.5,0,0,0,0,0,0,0,0,0,0,0,FALSE,KPOU,2/21/19 16:27,1,,,Education,Elementary or Middle School,,,Consolidated Edison,,H - Millwood,
301,Oneida County Public Safety Complex,6065 Judd Rd,,Oriskany,NY,13424,43.155996,-75.375702,75,523,0,0,0,0,0,0,0,0,0,0,FALSE,KRME,2/21/19 16:27,1,,http://oneidacountysheriff.us/default.aspx,Public Order and Safety,"Jail, Reformatory, or Penitentiary",,,National Grid - Upstate NY (Niagara Mohawk),National Grid - Upstate NY (Niagara Mohawk),E - Mohawk Valley,
302,Wegmans - 1885 Chili Avenue,1885 Chili Ave,,Rochester,NY,14624,43.1320569,-77.6865837,260.19,0,0,0,0,0,0,0,0,0,0,0,FALSE,KROC,2/21/19 16:27,1,,,Food Sales,Grocery Store or Food Market,,,Rochester Gas and Electric,,B - Genessee,
303,Wegmans - 300 Market Street,300 Market St,,Rochester,NY,14624,43.1206734,-77.7014442,421.8,0,0,0,0,0,0,0,0,0,0,0,FALSE,KROC,2/21/19 16:28,1,,,Food Sales,Grocery Store or Food Market,,,Rochester Gas and Electric,,B - Genessee,
304,Shore View Nursing & Rehabilitation Center,2865 Brighton 3rd St,,Brooklyn,NY,11235,40.5814662,-73.9677948,100,700,0,0,0,0,0,0,0,0,0,0,FALSE,KJFK,2/21/19 16:28,1,,http://shvnrc.com/,Lodging,"Nursing Home, Assisted Living, or Other Residential Care",,,Consolidated Edison,National Grid - NYC (Brooklyn Union),J - New York City,
305,Hazel Towers,1730 Mulford Ave,,Bronx,NY,10461,40.846,-73.835,120,0,0,0,0,0,0,0,0,0,0,0,TRUE,KLGA,2/21/19 16:04,1,,,Residential,Multifamily,,,Consolidated Edison,Consolidated Edison,J - New York City,
306,HHCSD - Furnace Woods Elementary School,239 Watch Hill Rd,,Cortlandt Manor,NY,10567,41.2595912,-73.8918651,196.02,0,0,0,0,0,0,0,0,0,0,0,FALSE,KPOU,2/21/19 16:28,1,,http://www.henhudschools.org/fw.cfm,Education,Elementary or Middle School,,,Consolidated Edison,,H - Millwood,
307,AVA High Line,525 W 28th St,,New York,NY,10001,40.75164,-74.00322,320,1656,0,0,0,0,0,0,0,0,0,0,TRUE,KNYC,2/21/19 16:28,1,Avalon Bay,https://www.avaloncommunities.com/new-york/new-york-city-apartments/ava-high-line,Residential,Multifamily,,405,Consolidated Edison,Consolidated Edison,J - New York City,
308,The Lara,113 Nassau St,,New York,NY,10038,40.7109614,-74.0071847,150,1046,0,0,0,0,0,0,0,0,0,0,FALSE,KJFK,2/21/19 16:28,1,"113 Nassau Street, 21 Ann Street",http://thelaranyc.com/,Residential,Multifamily,,,Consolidated Edison,Consolidated Edison,J - New York City,
309,Cornell University New York State Agricultural Experiment Station (NYSAES),3425 Sutton Rd,,Geneva,NY,14456,42.8657009,-77.0320447,2827.2,0,0,0,0,0,0,0,0,0,0,0,FALSE,KROC,2/21/19 16:28,1,Sutton Road Solar Farm,,Education,College or University,,,New York State Electric and Gas,,C - Central,
310,City of Schenectady City Reservoir,1134 Balltown Rd,,Schenectady,NY,12309,42.8077459,-73.895092,711.815,0,0,0,0,0,0,0,0,0,0,0,FALSE,KALB,2/21/19 16:28,1,,,Utilities Water and Waste Management,Water Services,,,National Grid - Upstate NY (Niagara Mohawk),,F - Capital,
311,Montrose FDR Veterans Administration,2094 Albany Post Rd,,Montrose,NY,10548,41.2376196,-73.9326987,493,0,0,0,0,0,0,0,0,0,0,0,FALSE,KHPN,2/21/19 16:28,1,,http://www.hudsonvalley.va.gov/locations/directions.asp,Health Care (Inpatient),Hospital,,,Consolidated Edison,,H - Millwood,
312,Gallagher Bus Service Corp,200 Leprechaun Ln,,New Windsor,NY,12553,41.4922886,-74.0368395,253.26,0,0,0,0,0,0,0,0,0,0,0,FALSE,KSWF,2/21/19 16:28,1,,http://www.leprechaunlines.com/,Warehouse and Storage,Vehicle Storage/Maintenance,,,Central Hudson Gas and Electric,,G - Hudson Valley,
313,Lincoln Towers Apartments V,205 West End Ave,,New York,NY,10023,40.778593,-73.986434,200,1400,0,0,0,0,0,0,0,0,0,0,TRUE,KNYC,6/20/19 18:24,1,205 West End Ave,http://www.205westend.com/,Residential,Multifamily,,,Consolidated Edison,Consolidated Edison,J - New York City,
314,Dorado Apartments,160 Warburton Ave ,,Yonkers,NY,10701,40.940525,-73.897565,75,523,0,0,0,0,0,0,0,0,0,0,TRUE,KNYC,2/21/19 16:29,1,,http://www.doradoapartmentsbc.com/,Residential,Multifamily,,,Consolidated Edison,Consolidated Edison,I - Dunwoodie,
315,Johnson Brother Lumber - Madison County Landfill,6663 Buyea Rd,,Canastota,NY,13032,43.0277861,-75.71839,1600,0,0,0,0,0,0,0,0,0,0,0,FALSE,KSYR,2/21/19 16:29,1,,http://www.johnsonbrotherslumber.com/,Manufacturing,Wood Products,,,National Grid - Upstate NY (Niagara Mohawk),National Grid - Upstate NY (Niagara Mohawk),C - Central,
316,Tudor Gardens,2 Tudor City Pl,,New York,NY,10017,40.748,-73.971,150,0,0,0,0,0,0,0,0,0,0,0,FALSE,KJFK,2/21/19 16:03,1,,http://www.2tudor.com/index.html,Residential,Multifamily,,,Consolidated Edison,Consolidated Edison,J - New York City,
317,Hayden on the Hudson,4455 Douglas Ave,,Bronx,NY,10471,40.888527,-73.9197537,100,642,0,0,0,0,0,0,0,0,0,0,TRUE,KLGA,2/21/19 16:29,1,,,Residential,Multifamily,,,Consolidated Edison,Consolidated Edison,J - New York City,
318,Target Rensselaer,625 3rd Ave Ext,,Rensselaer,NY,12144,42.64515,-73.701176,442.68,0,0,0,0,0,0,0,0,0,0,0,FALSE,KALB,2/21/19 16:29,1,,www.target.com,Mercantile (Retail Other Than Malls),Retail Store,,,National Grid - Upstate NY (Niagara Mohawk),National Grid - Upstate NY (Niagara Mohawk),F - Capital,
319,Target Queensbury,578 Aviation Rd,,Queensbury,NY,12804,43.338083,-73.688969,442.68,0,0,0,0,0,0,0,0,0,0,0,FALSE,KALB,2/21/19 16:29,1,,www.target.com,Mercantile (Retail Other Than Malls),Retail Store,,,National Grid - Upstate NY (Niagara Mohawk),National Grid - Upstate NY (Niagara Mohawk),F - Capital,
320,Target Liverpool,3857 NY-31,,Liverpool,NY,13090,43.188125,-76.248974,442.68,0,0,0,0,0,0,0,0,0,0,0,FALSE,KSYR,2/21/19 16:29,1,,www.target.com,Mercantile (Retail Other Than Malls),Retail Store,,,National Grid - Upstate NY (Niagara Mohawk),National Grid - Upstate NY (Niagara Mohawk),C - Central,
321,Target Depew,4920 Transit Rd,,Depew,NY,14043,42.878827,-78.699022,442.68,0,0,0,0,0,0,0,0,0,0,0,FALSE,KBUF,2/21/19 16:29,1,,www.target.com,Mercantile (Retail Other Than Malls),Retail Store,,,New York State Electric and Gas,New York State Electric and Gas,A - West,
322,Target Colonie,1440 Central Ave,,Colonie,NY,12205,42.706456,-73.823588,405.8,0,0,0,0,0,0,0,0,0,0,0,FALSE,KALB,2/21/19 16:29,1,,www.target.com,Mercantile (Retail Other Than Malls),Retail Store,,,National Grid - Upstate NY (Niagara Mohawk),National Grid - Upstate NY (Niagara Mohawk),F - Capital,
323,Target Vestal,3112 Vestal Pkwy E,,Vestal,NY,13850,42.093639,-76.00161,449.82,0,0,0,0,0,0,0,0,0,0,0,FALSE,KBGM,2/21/19 16:29,1,,www.target.com,Mercantile (Retail Other Than Malls),Retail Store,,,New York State Electric and Gas,New York State Electric and Gas,C - Central,
324,SUNY Polytechnic Institute CNSE,257 Fuller Rd,,Albany,NY,12203,42.6903367,-73.8344537,100,0,0,0,0,0,0,0,0,0,0,0,FALSE,KALB,2/21/19 16:29,1,,http://www.sunycnse.com/Home.aspx,Education,College or University,230000,,National Grid - Upstate NY (Niagara Mohawk),National Grid - Upstate NY (Niagara Mohawk),F - Capital,
325,West 96th,750 Columbus Ave,,New York,NY,10025,40.793341,-73.9697757,75,523,0,0,0,0,0,0,0,0,0,0,TRUE,KNYC,2/21/19 16:30,1,West 96th Apartments,http://www.equityapartments.com/new-york-city/upper-west-side/west-96th-apartments,Residential,Multifamily,,,Consolidated Edison,Consolidated Edison,J - New York City,
326,Town of Walworth Solar Farm,3600 Lorraine Dr,,Walworth,NY,14568,43.1340439,-77.2910727,1562,0,0,0,0,0,0,0,0,0,0,0,FALSE,KROC,2/21/19 16:30,1,,http://www.townofwalworthny.gov/,Offsite Resource,Solar Farm,,,Rochester Gas and Electric,,B - Genessee,
327,Hollingsworth and Vose,297 Old Schyllerville Rd,,Easton,NY,12154,43.100889,-73.549956,2604.62,0,0,0,0,0,0,0,0,0,0,0,FALSE,KALB,2/21/19 16:30,1,,,Offsite Resource,Solar Farm,,,National Grid - Upstate NY (Niagara Mohawk),,F - Capital,
328,Citylights at Queens Landing,4-74 48th Ave,,Long Island City,NY,11109,40.744534,-73.957002,150,1046,0,0,0,0,0,0,0,0,0,0,FALSE,KLGA,2/21/19 16:51,2,Citylights,,Residential,Multifamily,,,Consolidated Edison,Consolidated Edison,J - New York City,
330,Wegmans - 745 Calkins Road,745 Calkins Rd,,Rochester,NY,14623,43.0670381,-77.6143259,325,0,0,0,0,0,0,0,0,0,0,0,FALSE,KROC,2/21/19 16:30,1,,,Food Sales,Grocery Store or Food Market,,,Rochester Gas and Electric,,B - Genessee,
331,Gramercy House,235 E 22nd St,,New York,NY,10010,40.7376885,-73.9819362,150,1046,0,0,0,0,0,0,0,0,0,0,TRUE,KNYC,2/21/19 16:30,1,,,Residential,Multifamily,,,Consolidated Edison,Consolidated Edison,J - New York City,
332,QLIC,41-42 24th St,,Long Island City,NY,11101,40.751846,-73.941017,150,1046,0,0,0,0,0,0,0,0,0,0,TRUE,KNYC,2/21/19 16:30,1,The Q,http://qlic.com/,Residential,Multifamily,,,Consolidated Edison,Consolidated Edison,J - New York City,
333,Onondaga County - Metro Water Board,4170 NY-31,,Clay,NY,13041,43.1837839,-76.2251679,1362.13,0,0,0,0,0,0,0,0,0,0,0,FALSE,KSYR,2/21/19 16:30,1,,http://www.ongov.net/mwb/,Utilities Water and Waste Management,Water Services,,,National Grid - Upstate NY (Niagara Mohawk),,C - Central,
334,Wegmans - 500 South Meadow Street,500 South Meadow St,,Ithaca,NY,14850,42.4357084,-76.512549,623,0,0,0,0,0,0,0,0,0,0,0,FALSE,KITH,2/21/19 16:30,1,,http://www.wegmans.com,Food Sales,Grocery Store or Food Market,,,New York State Electric and Gas,,C - Central,
336,Walmart 4597,886 Niagara Falls Blvd,,North Tonawanda,NY,14120,43.0558966,-78.8457473,343.2,0,0,0,0,0,0,0,0,0,0,0,FALSE,KBUF,2/21/19 16:31,1,,http://www.walmart.com/store/4597,Mercantile (Retail Other Than Malls),Retail Store,,,National Grid - Upstate NY (Niagara Mohawk),,A - West,
337,New York City School R069,144 Keating Pl,,Staten Island,NY,10314,40.5914651,-74.1595247,203.13,0,0,0,0,0,0,0,0,0,0,0,FALSE,KLGA,2/21/19 16:31,1,,,Education,,,,Consolidated Edison,,J - New York City,
338,New York City School K505,5800 20th Ave,,Brooklyn,NY,11204,40.6213283,-73.9846912,362.3,0,0,0,0,0,0,0,0,0,0,0,FALSE,KLGA,2/21/19 16:31,1,,,Education,,,,Consolidated Edison,,J - New York City,
343,Staten Island Mall,2655 Richmond Ave,,Staten Island,NY,10314,40.5818799,-74.1665197,1091.2,0,0,0,0,0,0,0,0,0,0,0,FALSE,KJFK,2/21/19 17:42,7,,https://www.statenislandmall.com/en.html,Mercantile (Enclosed and Strip Malls),Enclosed Mall,,,Consolidated Edison,,J - New York City,
344,New York City School K455,1700 Fulton St,,Brooklyn,NY,11213,40.6789227,-73.9338472,505.08,0,0,0,0,0,0,0,0,0,0,0,FALSE,KLGA,2/21/19 16:31,1,,,Education,,,,Consolidated Edison,,J - New York City,
345,New York City School K224,755 Wortman Ave,,Brooklyn,NY,11208,40.6640465,-73.868456,98.82,0,0,0,0,0,0,0,0,0,0,0,FALSE,KLGA,2/21/19 16:31,1,,,Education,,,,Consolidated Edison,,J - New York City,
346,Sea Rise 1,3405 Neptune Ave,,Brooklyn,NY,11224,40.577,-74,120,980,0,0,0,0,0,0,0,0,0,0,TRUE,KJFK,2/21/19 17:36,2,Grenadier Realty - AAF Sea Rise 1,,Residential,Multifamily,,,Consolidated Edison,National Grid - Long Island (KeySpan East),J - New York City,
347,New York City School K278,1925 Stuart St,,Brooklyn,NY,11229,40.6066703,-73.9409043,120.78,0,0,0,0,0,0,0,0,0,0,0,FALSE,KLGA,2/21/19 16:31,1,,,Education,,,,Consolidated Edison,,J - New York City,
348,New York City School K302,350 Linwood St,,Brooklyn,NY,11208,40.6768191,-73.8860113,137.25,0,0,0,0,0,0,0,0,0,0,0,FALSE,KLGA,2/21/19 16:31,1,,,Education,,,,Consolidated Edison,,J - New York City,
349,New York City School K324,800 Gates Ave,,Brooklyn,NY,11221,40.6880704,-73.9348656,120.8,0,0,0,0,0,0,0,0,0,0,0,FALSE,KLGA,2/21/19 16:31,1,,,Education,,,,Consolidated Edison,,J - New York City,
350,New York City School K380,370 Marcy Ave,,Brooklyn,NY,11206,40.7020866,-73.9556564,104.31,0,0,0,0,0,0,0,0,0,0,0,FALSE,KLGA,2/21/19 16:32,1,,,Education,,,,Consolidated Edison,,J - New York City,
351,New York City School M070,333 W 17th St,,Manhattan,NY,10011,40.7425157,-74.0049222,159.21,0,0,0,0,0,0,0,0,0,0,0,FALSE,KLGA,2/21/19 16:32,1,,,Education,,,,Consolidated Edison,,J - New York City,
352,New York City School X425,800 East Gun Hill Rd,,Bronx,NY,10467,40.8751674,-73.8637708,131.76,0,0,0,0,0,0,0,0,0,0,0,FALSE,KLGA,2/21/19 16:32,1,,,Education,,,,Consolidated Edison,,J - New York City,
355,New York City School Q505,86-15 Parsons Blvd,,Queens,NY,11432,40.70927,-73.8063757,367.83,0,0,0,0,0,0,0,0,0,0,0,FALSE,KLGA,2/21/19 16:32,1,,,Education,,,,Consolidated Edison,,J - New York City,
356,New York City School R445,85 St Joseph's Ave,,Staten Island,NY,10302,40.6348471,-74.1442037,120.78,0,0,0,0,0,0,0,0,0,0,0,FALSE,KLGA,2/21/19 16:32,1,,,Education,,,,Consolidated Edison,,J - New York City,
358,New York City School R455,100 Luten Ave,,Staten Island,NY,10312,40.5283071,-74.1957077,532.53,0,0,0,0,0,0,0,0,0,0,0,FALSE,KLGA,2/21/19 16:32,1,,,Education,,,,Consolidated Edison,,J - New York City,
359,New York City School X131,885 Bolton Ave,,Bronx,NY,10473,40.8232861,-73.8620995,200.08,0,0,0,0,0,0,0,0,0,0,0,FALSE,KLGA,2/21/19 16:32,1,,,Education,,,,Consolidated Edison,,J - New York City,
360,New York City School X144,2545 Gunther Ave,,Bronx,NY,10469,40.86384,-73.8387196,192.15,0,0,0,0,0,0,0,0,0,0,0,FALSE,KLGA,2/21/19 16:32,1,,,Education,,,,Consolidated Edison,,J - New York City,
361,New York City School X192,650 Hollywood Ave,,Bronx,NY,10465,40.826781,-73.8202636,137.25,0,0,0,0,0,0,0,0,0,0,0,FALSE,KLGA,2/21/19 16:32,1,,,Education,,,,Consolidated Edison,,J - New York City,
362,Southport LLC,501 Industry Rd,,Staten Island,NY,10314,40.6032542,-74.1929108,234.93,0,0,0,0,0,0,0,0,0,0,0,FALSE,KJFK,2/21/19 16:32,1,,,Public Assembly,Recreation,,,Consolidated Edison,,J - New York City,
