Queue Pos.,Owner/Developer,Project Name,Date of IR,SP (MW),WP (MW),Type/ Fuel,County,State,Z,Interconnection Point,Utility ,S,Last Update,Availability of Studies,FS Complete/ SGIA Tender,Proposed In-Service,Proposed Initial-Sync,Proposed COD
878,"Energy Storage Resources, LLC",Pirates Island,6/10/19,100,100,ES,Erie,NY,A,Huntley - Elm 115kV,NM-NG,5,12/31/19,,,Jan-22,Feb-22,Apr-22
879,Empire Community Solar LLC,Holley Road Solar,6/10/19,19.99,19.99,S,Orleans,NY,B,Lockport - Mortimer 115kV,NM-NG,3,1/31/20,,,Sep-21,Nov-21,Nov-21
880,"Brookside Solar, LLC",Brookside Solar,6/10/19,100,100,S,Franklin,NY,D,Chateaugay Substation,NYSEG,1,7/31/19,,,Jul-23,Sep-23,Nov-23
881,"New Bremen Solar, LLC",New Bremen Solar,6/10/19,100,100,S,Lewis,NY,E,Bremen - Lowville 115kV,NM-NG,3,12/31/19,,,Jul-23,Sep-23,Nov-23
882,"Riverside Solar, LLC",Riverside Solar,6/10/19,100,100,S,Jefferson,NY,E,Lyme Substation 115kV,NM-NG,3,12/31/19,,,Jul-23,Sep-23,Nov-23
883,"North Park Energy, LLC",Garnet Energy Center,6/11/19,200,200,S,Cayuga,NY,B,Pannell - Clay 345kV,NYPA,4,8/31/19,,,Aug-23,Sep-23,Nov-23
884,Dimension NY 1 LLC,Blooming Farm LLC,6/12/19,10.2,10.2,ES,Orange,NY,G,Blooming Grove Substation 69kV,O&R,0,10/4/19,,,,,
885,SED NY Holdings LLC,Grassy Knoll Solar,6/12/19,20,20,S,Herkimer,NY,E,Watkins Rd - Inghams 115kV,NM-NG,5,12/31/19,,,Oct-21,Nov-21,Nov-21
886,"Empire State Land Holdings, LLC",Turin Highlands Solar,6/12/19,20,20,S,Oneida,NY,E,Taylorville - Boonville 115kV,NM-NG,0,7/31/19,,,,,
887,TDI-USA Holdings Corp.,CH Uprate,6/12/19,250,250,DC,Quebec-NY,NY,J,Astoria Annex Substation 345kV,NYPA,5,1/31/20,,,Oct-26,Oct-26,Dec-26
888,Sky Solar Inc.,Hornell Center 16,6/13/19,17.6,17.6,S,Allegany,NY,C,Moraine Substation 115kV,NYSEG,0,10/31/19,,,,,
889,"Energy Storage Resources, LLC",Peconic River II,6/20/19,19.2,19.2,ES,Suffolk,NY,K,8RX Moriches,LIPA,0,8/31/19,,,,,
890,"Energy Storage Resources, LLC",Queen City,6/20/19,19.2,19.2,ES,Dutchess,NY,K,Knapps Corners,CHGE,0,10/4/19,,,,,
891,"Energy Storage Resources, LLC",Meredith Woods,6/24/19,19.2,19.2,ES,New York,NY,J,Baron Blvd,ConEd,0,10/4/19,,,,,
892,FourGen LLC,Holtsville Fuel Cell,7/15/19,20,20,FC,Suffolk,NY,K,Holtsville 69kV,LIPA,4,12/31/19,,,Jun-20,Jun-20,Jun-20
893,FourGen LLC,Setauket Fuel Cell,7/15/19,20,20,FC,Suffolk,NY,K,Terryville Substation 8kV,LIPA,4,12/31/19,,,Jun-20,Jun-20,Jun-20
894,"Montgomery Energy Storage 1, LLC",Montgomery Energy Storage,7/15/19,20,20,ES,Orange,NY,G,Walden - Montgomery 69kV,CHG&E,2,12/31/19,,,Jan-20,Jan-20,Jan-20
895,Dimension NY 1 LLC,Road Property,7/15/19,19.9,19.9,ES,Suffolk,NY,K,Central Islip 138kV,LIPA,0,1/31/20,,,,,
896,Sky Solar Inc.,Hornell Center 16 BESS,7/18/19,8,8,ES,Allegany,NY,C,Moraine Substation 115kV,NYSEG,0,10/31/19,,,,,
897,"Mitsubishi Hitachi Power Systems Americas, Inc.",Bluejay Solar,8/1/19,5,5,S,Allegany,NY,,,RG&E,0,10/31/19,,,,,
898,"Mitsubishi Hitachi Power Systems Americas, Inc.",Oak Orchard Solar,8/1/19,5,5,S,Orleans,NY,"A, B",Shelby,NM-NG,0,12/31/19,,,,,
899,"Sithe/Independence Power Partners, LP",Scriba-Volney Series Reactor,8/2/19,N/A,N/A,AC,Oswego,NY,C,Volney - Scriba 345 kV,NM-NG,2,12/31/19,,,May-21,N/A,N/A
900,"Granada Solar, LLC",Fowler Solar,8/9/19,20,20,S,Madison,NY,E,Fenner - Whitman 115kV,NM-NG,4,12/31/19,,,Sep-21,Oct-21,Nov-21
901,"TJA Clean Energy, LLC",Lacona Solar,8/16/19,20,20,S,Oswego,NY,C,Lighthouse Hill - Black River 115kV,NM-NG,2,12/31/19,,,Oct-21,Sep-22,Oct-22
902,"sPower Development Company, LLC",Yacht Club Energy Storage,8/16/19,300,300,ES,New York,NY,J,Gowanus 345kV,ConEd,3,1/31/20,,,Oct-22,Nov-22,Dec-22
903,"sPower Development Company, LLC",Goethals Energy Storage,8/16/19,300,300,ES,New York,NY,J,Goethals 345kV,ConEd,3,1/31/20,,,Oct-22,Nov-22,Dec-22
904,"Agilitas Energy, LLC",South Conduit Avenue Energy Storage,8/20/19,10,10,ES,New York,NY,J,South Conduit Ave,ConEd,0,10/31/19,,,,,
905,"Agilitas Energy, LLC",Liberty Avenue Energy Storage,8/20/19,10,10,ES,New York,NY,J,Liberty Ave,ConEd,0,10/31/19,,,,,
906,NRG Arthur Kill Storage LLC,Arthur Kill Energy Storage 2,8/28/19,20,20,ES,New York,NY,J,Fresh Kills Substation,ConEd,1,1/31/20,,,May-22,Aug-22,Oct-22
907,174 Power Global,Harlem River Yard,9/4/19,116,116,ES,New York,NY,J,Hell Gate 138kV,ConEd,1,1/31/20,,,Oct-22,Oct-22,Dec-22
908,NRG Astoria Storage LLC,Astoria Energy Storage 5,9/12/19,20,20,ES,Queens,NY,J,North Queens Substation 27kV,ConEd,4,1/31/20,,,Aug-22,May-22,Oct-22
909,"PetaWatt Holdings, Inc.",Massena Load,9/18/19,100,100,L,St. Lawrence,NY,E,Dennison 115kV substation,NM-NG,4,10/31/19,,,12?2020,,
911,Dimension NY 1 LLC,NY-19-0027 - Greenport Group LLC,10/1/19,20,20,ES,Suffolk,NY,K,Peconic - Southold 69kV,LIPA,1,11/30/19,,,May-22,May-22,May-22
912,Hecate Grid Intrepid 1 LLC,Intrepid Storage 69,10/2/19,50,50,ES,Nassau,NY,K,EF Barrett 69kV Substation,LIPA,1,12/31/19,,,Oct-21,Oct-21,Oct-21
913,SED NY Holdings LLC,SunEast Manchester Solar LLC,10/4/19,20,20,S,Wayne,NY,B,Hooks Rd - Elbridge 115kV,NM-NG,1,12/31/19,,,Jun-21,Jul-21,Jul-21
914,"sPower Development Company, LLC",Loomis Creek Solar,10/7/19,100,100,S,Columbia,NY,F,Churchtown Substation 115 kV,NYSEG,1,11/30/19,,,Oct-22,Nov-22,Dec-22
917,"sPower Development Company, LLC",Loomis Creek ES,10/7/19,50,50,ES,Columbia,NY,F,Churchtown Substation 115 kV,NYSEG,1,12/31/19,,,Oct-22,Nov-22,Dec-22
919,"sPower Development Company, LLC",White Spring ES,10/10/19,100,100,ES,Ontario,NY,B,Haley Road Substation 115 kV,NYSEG,1,11/30/19,,,Oct-22,Nov-22,Dec-22
920,"sPower Development Company, LLC",White Spring Solar,10/10/19,200,200,S,Ontario,NY,B,Haley Road Substation 115 kV,NYSEG,1,11/30/19,,,Oct-22,Nov-22,Dec-22
921,"sPower Development Company, LLC",Line Creek ES,10/10/19,30,30,ES,Schoharie,NY,F,Schoharie 69 kV,NM-NG,1,11/30/19,,,Oct-22,Nov-22,Dec-22
922,"sPower Development Company, LLC",Line Creek Solar,10/10/19,50,50,S,Schoharie,NY,F,Schoharie 69 kV,NM-NG,1,11/30/19,,,Oct-22,Nov-22,Dec-22
923,"sPower Development Company, LLC",Far Rockaway Energy Storage Center,10/11/19,150,150,ES,Queens,NY,K,Far Rockaway Substation 69 kV,LIPA,1,11/30/19,,,Oct-22,Nov-22,Dec-22
924,RICAL LLC,CBB,10/15/19,115,115,ES,Dutchess,NY,G,Shenandoah Substation,CHGE/ConEd,1,11/30/19,,,Oct-21,Jan-22,May-22
925,Hecate Grid Clermont 1 LLC,Clermont 1,10/17/19,100,100,ES,Suffolk,NY,K,West Babylon 69kV Substation,LIPA,1,12/31/19,,,Oct-21,Oct-21,Oct-21
926,"Enel Energy Storage Holdings, LLC",Enel NYPA Astoria,10/18/19,100,100,ES,Queens,NY,J,Astoria 138 kV substation,ConEd,0,1/31/20,,,,,
927,JERA Americas Inc.,Brunswick Energy Storage,10/21/19,100,100,ES,Union,NJ,J,Goethals Substation 345kV,ConEd,0,1/31/20,,,,,
928,JERA Americas Inc.,Willow Bay Energy Storage,10/21/19,40,40,ES,Richmond,NY,J,Fox Hills Substation 33kV,ConEd,1,11/30/19,,,Aug-22,Aug-22,Sep-22
929,"EDF Renewables Development, Inc.",Morris Ridge Battery Storage,10/22/19,83,83,ES,Livingston,NY,C,South Perry - Meyer 230 kV,NYSEG,1,1/31/20,,,Nov-23,Nov-23,Dec-23
930,"Astoria Generating Co., LP",Astoria BES to 27kV North Queens,10/25/19,15,15,ES,Queens,NY,J,North Queens Substation 27kV,ConEd,1,12/31/19,,,Sep-21,Nov-21,Dec-21
931,Hanwha Energy USA Holdings d/d/a/ 174 Power Global,Astoria Energy Storage,10/28/19,100,100,ES,Queens,NY,J,Astoria Substation 138kV,ConEd,1,12/31/19,,,Oct-22,Oct-22,Dec-22
933,"Seven Creek Energy, LLC",Seven Creek Energy - Squab Hollow,10/31/19,290,290,ES,Elk,PA,A,Homer City - Pierce Brook 345kV,NYSEG,1,12/31/19,,,Jan-23,Mar-23,May-23
934,Saturn Energy Storage LLC,Astoria BESS,10/31/19,70,68.6,ES,Queens,NY,J,Astoria West Substation 138 kV,ConEd,1,11/30/19,,,Jun-22,Jun-22,Nov-22
935,SED NY Holdings LLC,SunEast Oriskany Solar LLC,11/1/19,20,20,S,Oneida,NY,E,Oriskany Falls Substation 46kV,NYSEG,1,Nov-19,,,Sep-21,Oct-21,Dec-21
937,"Boralex US Development, LLC",NYSD Energy Storage,11/4/19,5.5,5.5,ES,Saratoga,NY,F,Mechanicville 34.5 kV,NM-NG,1,12/31/19,,,Nov-20,Oct-20,Nov-20
938,"KCE NY 12, LLC",KCE NY 12,11/4/19,100,100,ES,Suffolk,NY,K,Moriches Substation 69kV,LIPA,1,11/30/19,,,Nov-21,Nov-21,Dec-21
939,National Grid Generation LLC,Far Rockaway Power Station Battery Energy Storage System (BESS),11/5/19,30,30,ES,Queens,NY,K,Far Rockaway Substation 69kV,LIPA,1,12/31/19,,,Oct-22,Oct-22,Dec-22
940,National Grid Generation LLC,Glenwood Power Station Battery Energy Storage System,11/8/19,50,50,ES,Nassau,NY,K,Glenwood Substation 138kV,LIPA,1,12/31/19,,,Oct-22,Oct-22,Dec-22
941,National Grid Generation LLC,Southampton Power Station Battery Energy Storage System (BESS),11/8/19,30,30,ES,Suffolk,NY,K,Southampton Substation 69kV,LIPA,1,12/31/19,,,Oct-22,Oct-22,Dec-22
942,"KCE NY 21, LLC",KCE NY 21,11/8/19,60,60,ES,Suffolk,NY,K,Deposit - Indian Head 69kV,LIPA,1,12/31/19,,,Nov-21,Nov-21,Dec-21
945,"Niagara Grid I, LLC",Niagara Grid I,11/13/19,20,20,ES,Erie,NY,A,Sawyer 23kV,NM-NG,1,1/31/20,,,Jul-22,Jul-22,Sep-22
946,Dimension NY 1 LLC,Helmer,11/14/19,21.3,21.3,ES,Herkimer,NY,E,Old Forge - Raquette Lake 46 kV,NM-NG,0,1/31/20,,,,,
947,Dimension NY 1 LLC,Minnehan,11/16/19,11.3,11.3,ES,Livingston,NY,B,North Lakeville Substation 34.5kV,NM-NG,1,12/31/19,,,Oct-22,Oct-22,Oct-22
948,Dimension NY 1 LLC,Casciani,11/18/19,8.874,8.874,ES,Monroe,NY,B,34.5 kV,RG&E,1,1/31/20,,,Dec-22,Dec-22,Dec-22
949,National Grid Generation LLC,Port Jefferson Power Station Battery Energy Storage System (BESS),11/19/19,100,100,ES,Suffolk,NY,K,Port Jefferson Substation 138kV,LIPA,1,12/31/19,,,Oct-22,Oct-22,Dec-22
950,Orleans Solar LLC,Orleans Solar,11/21/19,200,200,S,Orleans,NY,"A, B",Lockport - Mortimer,NM-NG,1,12/31/19,,,Dec-22,Nov-22,Dec-22
951,"Cayuga Grid, LLC","Cayuga Grid, LLC",12/4/19,100,100,ES,Erie,NY,A,New Gardenville 115kV Substation,NYSEG,1,1/31/20,,,Sep-22,Sep-22,Sep-22
952,"Catskill Grid, LLC","Catskill Grid, LLC",12/4/19,100,100,ES,Greene,NY,G,North Catskill - Milan 115kV line,CHGE,1,12/31/19,,,Sep-22,Sep-22,Sep-22
953,"Sugar Maple Solar, LLC",Sugar Maple Solar,12/5/19,165.14,174.8,S,Lewis,NY,E,Coffeen St - Taylorville 115kV,NM-NG,1,12/31/19,,,Aug-23,Oct-23,Dec-23
954,"Empire Solar, LLC",Empire Solar,12/5/19,157.96,150,S,Westfield,NY,A,South Ripley - Dunkirk 230 kV,NM-NG,1,12/31/19,,,Aug-23,Oct-23,Dec-23
956,Holbrook Energy Storage,Holbrook Energy Storage,12/10/19,294.9,296.4,ES,Suffolk,NY,K,Holbrook Substation 138 kV ,LIPA,1,1/31/20,,,Mar-23,Apr-23,May-23
957,Holtsville Energy Storage,Holtsville Energy Storage,12/10/19,109.85,109.85,ES,Suffolk,NY,K,Holtsville Substation 138 kV ,LIPA,1,1/31/20,,,Mar-23,Apr-23,May-23
958,Equinor Wind US,Oceanside Energy,12/10/19,1000,1000,W,Nassau,NY,K,Barrett 138 kV Substation,LIPA,1,1/31/20,,,Jun-23,Aug-23,Dec-24
959,Equinor Wind US,Oceanside Energy Phase II,12/11/19,1500,1500,W,Nassau,NY,K,Barrett 138 kV Substation,LIPA,1,1/31/20,,,Jun-23,Aug-23,Dec-24
960,"SWEB Development USA, LLC",Cobleskill Solar Project,12/12/19,19.875,19.875,S,Schoharie,NY,F,Cobleskill - Schoharie 69kV,NM-NG,1,1/31/20,,,Dec-22,Nov-22,Dec-22
964,Invenergy Storage Development LLC,Berry Place Storage,12/20/19,10,10,ES,Livingston,NY,A,Lakeville 34.5kV substation,NM-NG,0,1/31/20,,,,,
965,"Yaphank Energy Storage, LLC",Yaphank Energy Storage,12/21/19,76.86,77.65,ES,Suffolk,NY,K,William Floyd - Brookhaven 69kV,LIPA,1,1/31/20,,,Mar-23,Apr-23,May-23
966,"Suffolk County Energy Storage, LLC",Suffolk County Storage,12/21/19,55.05,55.05,ES,Suffolk,NY,K,West Babylon Substation 69kV,LIPA,1,1/31/20,,,Mar-23,Apr-23,May-23
968,SED NY Holdings LLC,Gouverneur Solar Project,1/9/20,20,20,S,St. Lawrence,NY,E,North Gouverneur - Battle Hill 115kV,NM-NG,1,1/31/20,,,Jun-22,Jul-22,Aug-22
969,"esVolta, LP",Modena Energy Storage I,1/9/20,6,6,ES,Ulster,NY,G,Modena Substation,CHGE,1,1/31/20,,,Jun-22,Jun-22,Jul-22
970,"esVolta, LP",Modena Energy Storage II,1/9/20,6,6,ES,Ulster,NY,G,Modena Substation,CHGE,1,1/31/20,,,Jun-22,Jun-22,Jul-22
971,"Savion, LLC",East Setauket Energy Storage,1/10/20,297.95,300.9,ES,Suffolk,NY,K,Holbrook-Miller Place 138kV,LIPA,1,1/31/20,,,Mar-24,Apr-24,May-24
974,KCE NY 19 LLC,KCE NY 19,1/14/20,80,80,ES,Orange,NY,G,Sugarloaf - Wisner 69kV,O&R,1,1/31/20,,,May-22,May-22,Jun-22
977,Dimension NY 1 LLC,Umscheid,1/16/20,6.6555,6.6555,ES,Dutchess,NY,G,Pawling - Haviland Hollow 46kV,NYSEG,1,1/31/20,,,Jun-22,Jun-22,Jun-22
,,,,,,,,,,,,,,,,,,
,Number of new projects during January,,26,,,,,,,,,,,,,,,
,Number of new projects year to date,,26,,,,,,,,,,,,,,,
,Number withdrawn during January,,12,,,,,,,,,,,,,,,
,Number withdrawn year to date,,12,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
NOTES:,● The column labeled 'SP' refers to the maximum summer megawatt electrical output.  The column labeled 'WP' refers to the maximum winter megawatt electrical output.,,,,,,,,,,,,,,,,,
,"● Type / Fuel.  Key: ST=Steam Turbine, CT=Combustion Turbine, CC=Combined Cycle, CS= Steam Turbine & Combustion Turbine, H=Hydro, PS=Pumped Storage, W=Wind, NU=Nuclear, NG=Natural Gas, M=Methane, SW=Solid Waste, S=Solar, Wo=Wood, F=Flywheel ES=Energy Storage, O=Oil, C=Coal, D=Dual Fuel, AC=AC Transmission, ",,,,,,,,,,,,,,,,,
,"DC=DC Transmission, L=Load, FC=Fuel Cell",,,,,,,,,,,,,,,,,
,● The column labeled 'Z' refers to the zone,,,,,,,,,,,,,,,,,
,"● The column labeled 'S' refers to the status of the project in the  NYISO's LFIP.  Key: 1=Scoping Meeting Pending, 2=FES Pending, 3=FES in Progress, 4=SRIS/SIS Pending, 5=SRIS/SIS in Progress, 6=SRIS/SIS Approved, 7=FS Pending, 8=Rejected Cost Allocation/Next FS Pending, 9=FS in Progress, 10=Accepted Cost Allocation/IA in Progress, ",,,,,,,,,,,,,,,,,
,"11=IA Completed, 12=Under Construction, 13=In Service for Test, 14=In Service Commercial, 0=Withdrawn",,,,,,,,,,,,,,,,,
,"● Availability of Studies  Key: None=Not Available, FES=Feasibility Study Available, SRIS=System Reliability Impact Study Available, FS=Facilities Study and/or ATRA Available",,,,,,,,,,,,,,,,,
,● FS Complete/SGIA Tender refers to the Attachment X milestone used to apply the 4-year COD limitation.,,,,,,,,,,,,,,,,,
,"● Proposed in-service dates and Commercial Operation Dates (COD) are shown in format Year/Qualifier, where Qualifier may indicate the month, season, or quarter.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,DPS/State - SIR Interconnection Queue (for Projects not subject to the NYISO process):,,,,,,,,,,,,,,,,,
,http://www3.dps.ny.gov/W/PSCWeb.nsf/All/286D2C179E9A5A8385257FBF003F1F7E?OpenDocument,,,,,,,,,,,,,,,,,
